CoT_Type_Technical;MIL2525C;APP6B
a-n-a-m-f-q-i;SNA-MFQI--;SNA-MFQI--
a-n-a-m-f-q-j;SNA-MFQJ--;SNA-MFQJ--
a-n-a-m-f-q-k;SNA-MFQK--;SNA-MFQK--
a-n-a-m-f-q-l;SNA-MFQL--;SNA-MFQL--
a-n-a-m-f-q-m;SNA-MFQM--;SNA-MFQM--
a-n-a-m-f-q-n;SNA-MFQN--;SNA-MFQN--
a-n-a-m-f-q-o;SNA-MFQO--;SNA-MFQO--
a-n-a-m-f-q-p;SNA-MFQP--;SNA-MFQP--
a-n-a-m-f-q-r;SNA-MFQR--;SNA-MFQR--
a-n-a-m-f-q-r-w;SNA-MFQRW-;SNA-MFQRW-
a-n-a-m-f-q-r-x;SNA-MFQRX-;SNA-MFQRX-
a-n-a-m-f-q-r-z;SNA-MFQRZ-;SNA-MFQRZ-
a-n-a-m-f-q-s;SNA-MFQS--;SNA-MFQS--
a-n-a-m-f-q-t;SNA-MFQT--;SNA-MFQT--
a-n-a-m-f-q-u;SNA-MFQU--;SNA-MFQU--
a-n-a-m-f-q-y;SNA-MFQY--;SNA-MFQY--
a-n-a-m-f-r;SNA-MFR---;SNA-MFR---
a-n-a-m-f-r-w;SNA-MFRW--;SNA-MFRW--
a-n-a-m-f-r-x;SNA-MFRX--;SNA-MFRX--
a-n-a-m-f-r-z;SNA-MFRZ--;SNA-MFRZ--
a-n-a-m-f-s;SNA-MFS---;SNA-MFS---
a-n-a-m-f-t;SNA-MFT---;SNA-MFT---
a-n-a-m-f-u;SNA-MFU---;SNA-MFU---
a-n-a-m-f-u-h;SNA-MFUH--;SNA-MFUH--
a-n-a-m-f-u-l;SNA-MFUL--;SNA-MFUL--
a-n-a-m-f-u-m;SNA-MFUM--;SNA-MFUM--
a-n-a-m-f-y;SNA-MFY---;SNA-MFY---
a-n-a-m-h;SNA-MH----;SNA-MH----
a-n-a-m-h-a;SNA-MHA---;SNA-MHA---
a-n-a-m-h-c;SNA-MHC---;SNA-MHC---
a-n-a-m-h-c-h;SNA-MHCH--;SNA-MHCH--
a-n-a-m-h-c-l;SNA-MHCL--;SNA-MHCL--
a-n-a-m-h-c-m;SNA-MHCM--;SNA-MHCM--
a-n-a-m-h-d;SNA-MHD---;SNA-MHD---
a-n-a-m-h-h;SNA-MHH---;SNA-MHH---
a-n-a-m-h-i;SNA-MHI---;SNA-MHI---
a-n-a-m-h-j;SNA-MHJ---;SNA-MHJ---
a-n-a-m-h-k;SNA-MHK---;SNA-MHK---
a-n-a-m-h-m;SNA-MHM---;SNA-MHM---
a-n-a-m-h-o;SNA-MHO---;SNA-MHO---
a-n-a-m-h-q;SNA-MHQ---;SNA-MHQ---
a-n-a-m-h-r;SNA-MHR---;SNA-MHR---
a-n-a-m-h-s;SNA-MHS---;SNA-MHS---
a-n-a-m-h-t;SNA-MHT---;SNA-MHT---
a-n-a-m-h-u;SNA-MHU---;SNA-MHU---
a-n-a-m-h-u-h;SNA-MHUH--;SNA-MHUH--
a-n-a-m-h-u-l;SNA-MHUL--;SNA-MHUL--
a-n-a-m-h-u-m;SNA-MHUM--;SNA-MHUM--
a-n-a-m-l;SNA-ML----;SNA-ML----
a-n-a-w;SNA-W-----;SNA-W-----
a-n-a-w-b;SNA-WB----;SNA-WB----
a-n-a-w-d;SNA-WD----;SNA-WD----
a-n-a-w-m;SNA-WM----;SNA-WM----
a-n-a-w-m-a;SNA-WMA---;SNA-WMA---
a-n-a-w-m-a-a;SNA-WMAA--;SNA-WMAA--
a-n-a-w-m-a-p;SNA-WMAP--;SNA-WMAP--
a-n-a-w-m-a-s;SNA-WMAS--;SNA-WMAS--
a-n-a-w-m-b;SNA-WMB---;SNA-WM----
a-n-a-w-m-c-m;SNA-WMCM--;SNA-WM----
a-n-a-w-m-s;SNA-WMS---;SNA-WMS---
a-n-a-w-m-s-a;SNA-WMSA--;SNA-WMSA--
a-n-a-w-m-s-b;SNA-WMSB--;SNA-WMSB--
a-n-a-w-m-s-s;SNA-WMSS--;SNA-WMSS--
a-n-a-w-m-s-u;SNA-WMSU--;SNA-WMSU--
a-n-a-w-m-u;SNA-WMU---;SNA-WMU---
a-n-f;SNF-------;SNF-------
a-n-f-a;SNF-A-----;SNF-------
a-n-f-a-f;SNF-AF----;SNF-AF----
a-n-f-a-f-a;SNF-AFA---;SNF-AFA---
a-n-f-a-f-k;SNF-AFK---;SNF-AFK---
a-n-f-a-f-u;SNF-AFU---;SNF-AFU---
a-n-f-a-f-u-h;SNF-AFUH--;SNF-AFUH--
a-n-f-a-f-u-l;SNF-AFUL--;SNF-AFUL--
a-n-f-a-f-u-m;SNF-AFUM--;SNF-AFUM--
a-n-f-a-h;SNF-AH----;SNF-AH----
a-n-f-a-h-a;SNF-AHA---;SNF-AHA---
a-n-f-a-h-h;SNF-AHH---;SNF-AHH---
a-n-f-a-h-u;SNF-AHU---;SNF-AHU---
a-n-f-a-h-u-h;SNF-AHUH--;SNF-AHUH--
a-n-f-a-h-u-l;SNF-AHUL--;SNF-AHUL--
a-n-f-a-h-u-m;SNF-AHUM--;SNF-AHUM--
a-n-f-a-v;SNF-AV----;SNF-AV----
a-n-f-b;SNF-B-----;SNF-------
a-n-f-g;SNF-G-----;SNF-G-----
a-n-f-g-c;SNF-GC----;SNF-GCA---
a-n-f-g-p;SNF-GP----;SNF-GB----
a-n-f-g-p-a;SNF-GPA---;SNF-AF----
a-n-f-g-r;SNF-GR----;SNF-G-----
a-n-f-g-s;SNF-GS----;SNF-GS----
a-n-f-n;SNF-N-----;SNF-SN----
a-n-f-n-b;SNF-NB----;SNF-SNB---
a-n-f-n-n;SNF-NN----;SNF-SNN---
a-n-f-n-s;SNF-NS----;SNF-SNS---
a-n-f-n-u;SNF-NU----;SNF-SNU---
a-n-g;SNG-------;SNG-------
a-n-g-e;SNG-E-----;SNG-E-----
a-n-g-e-s;SNG-ES----;SNG-ES----
a-n-g-e-s-e;SNG-ESE---;SNG-ESE---
a-n-g-e-s-r;SNG-ESR---;SNG-ESR---
a-n-g-e-v;SNG-EV----;SNG-EV----
a-n-g-e-v-a;SNG-EVA---;SNG-EVA---
a-n-g-e-v-a-a;SNG-EVAA--;SNG-EVAA--
a-n-g-e-v-a-a-r;SNG-EVAAR-;SNG-EVAAR-
a-n-g-e-v-a-c;SNG-EVAC--;SNG-EVAC--
a-n-g-e-v-a-i;SNG-EVAI--;SNG-EVAI--
a-n-g-e-v-a-l;SNG-EVAL--;SNG-EVAL--
a-n-g-e-v-a-s;SNG-EVAS--;SNG-EVAS--
a-n-g-e-v-a-t;SNG-EVAT--;SNG-EVAT--
a-n-g-e-v-a-t-h;SNG-EVATH-;SNG-EVATH-
a-n-g-e-v-a-t-h-r;SNG-EVATHR;SNG-EVATY-
a-n-g-e-v-a-t-l;SNG-EVATL-;SNG-EVATL-
a-n-g-e-v-a-t-l-r;SNG-EVATLR;SNG-EVATW-
a-n-g-e-v-a-t-m;SNG-EVATM-;SNG-EVATM-
a-n-g-e-v-a-t-m-r;SNG-EVATMR;SNG-EVATX-
a-n-g-e-v-c;SNG-EVC---;SNG-EVC---
a-n-g-e-v-c-a;SNG-EVCA--;SN-EVC---
a-n-g-e-v-c-a-h;SNG-EVCAH-;SN-EVC---
a-n-g-e-v-c-a-l;SNG-EVCAL-;SN-EVC---
a-n-g-e-v-c-a-m;SNG-EVCAM-;SN-EVC---
a-n-g-e-v-c-f;SNG-EVCF--;SN-EVC---
a-n-g-e-v-c-f-h;SNG-EVCFH-;SN-EVC---
a-n-g-e-v-c-f-l;SNG-EVCFL-;SN-EVC---
a-n-g-e-v-c-f-m;SNG-EVCFM-;SN-EVC---
a-n-g-e-v-c-j;SNG-EVCJ--;SN-EVC---
a-n-g-e-v-c-j-h;SNG-EVCJH-;SN-EVC---
a-n-g-e-v-c-j-l;SNG-EVCJL-;SN-EVC---
a-n-g-e-v-c-j-m;SNG-EVCJM-;SN-EVC---
a-n-g-e-v-c-m;SNG-EVCM--;SN-EVC---
a-n-g-e-v-c-m-h;SNG-EVCMH-;SN-EVC---
a-n-g-e-v-c-m-l;SNG-EVCML-;SN-EVC---
a-n-g-e-v-c-m-m;SNG-EVCMM-;SN-EVC---
a-n-g-e-v-c-o;SNG-EVCO--;SN-EVC---
a-n-g-e-v-c-o-h;SNG-EVCOH-;SN-EVC---
a-n-g-e-v-c-o-l;SNG-EVCOL-;SN-EVC---
a-n-g-e-v-c-o-m;SNG-EVCOM-;SN-EVC---
a-n-g-e-v-c-t;SNG-EVCT--;SN-EVC---
a-n-g-e-v-c-t-h;SNG-EVCTH-;SN-EVC---
a-n-g-e-v-c-t-l;SNG-EVCTL-;SN-EVC---
a-n-g-e-v-c-t-m;SNG-EVCTM-;SN-EVC---
a-n-g-e-v-c-u;SNG-EVCU--;SN-EVC---
a-n-g-e-v-c-u-h;SNG-EVCUH-;SN-EVC---
a-n-g-e-v-c-u-l;SNG-EVCUL-;SN-EVC---
a-n-g-e-v-c-u-m;SNG-EVCUM-;SN-EVC---
a-n-g-e-v-e;SNG-EVE---;SNG-EVE---
a-n-g-e-v-e-a;SNG-EVEA--;SNG-EVE---
a-n-g-e-v-e-a-a;SNG-EVEAA-;SNG-EVE---
a-n-g-e-v-e-a-t;SNG-EVEAT-;SNG-EVE---
a-n-g-e-v-e-b;SNG-EVEB--;SNG-EVEB--
a-n-g-e-v-e-c;SNG-EVEC--;SNG-EVEC--
a-n-g-e-v-e-d;SNG-EVED--;SNG-EVED--
a-n-g-e-v-e-d-a;SNG-EVEDA-;SNG-EVED--
a-n-g-e-v-e-e;SNG-EVEE--;SNG-EVEE--
a-n-g-e-v-e-f;SNG-EVEF--;SNG-EVE---
a-n-g-e-v-e-h;SNG-EVEH--;SNG-EVE---
a-n-g-e-v-e-m;SNG-EVEM--;SNG-EVEM--
a-n-g-e-v-e-m-l;SNG-EVEML-;SNG-EVEM--
a-n-g-e-v-e-m-v;SNG-EVEMV-;SNG-EVEMV-
a-n-g-e-v-e-r;SNG-EVER--;SNG-EVE---
a-n-g-e-v-e-s;SNG-EVES--;SNG-EVE---
a-n-g-e-v-m;SNG-EVM---;SNG-EV----
a-n-g-e-v-s;SNG-EVS---;SNG-EV----
a-n-g-e-v-s-c;SNG-EVSC--;SNG-EV----
a-n-g-e-v-s-p;SNG-EVSP--;SNG-EV----
a-n-g-e-v-s-r;SNG-EVSR--;SNG-EV----
a-n-g-e-v-s-t;SNG-EVST--;SNG-EV----
a-n-g-e-v-s-w;SNG-EVSW--;SNG-EV----
a-n-g-e-v-t;SNG-EVT---;SNG-EVST--
a-n-g-e-v-u;SNG-EVU---;SNG-EVU---
a-n-g-e-v-u-a;SNG-EVUA--;SNG-EVU---
a-n-g-e-v-u-a-a;SNG-EVUAA-;SNG-EVAA--
a-n-g-e-v-u-b;SNG-EVUB--;SNG-EVUB--
a-n-g-e-v-u-l;SNG-EVUL--;SNG-EVUL--
a-n-g-e-v-u-r;SNG-EVUR--;SNG-EVUR--
a-n-g-e-v-u-s;SNG-EVUS--;SNG-EVUS--
a-n-g-e-v-u-s-h;SNG-EVUSH-;SNG-EVUS--
a-n-g-e-v-u-s-l;SNG-EVUSL-;SNG-EVUS--
a-n-g-e-v-u-s-m;SNG-EVUSM-;SNG-EVUS--
a-n-g-e-v-u-t;SNG-EVUT--;SNG-EVU---
a-n-g-e-v-u-t-h;SNG-EVUTH-;SNG-EVU---
a-n-g-e-v-u-t-l;SNG-EVUTL-;SNG-EVU---
a-n-g-e-v-u-x;SNG-EVUX--;SNG-EVUX--
a-n-g-e-w;SNG-EW----;SNG-EW----
a-n-g-e-w-a;SNG-EWA---;SNG-EWA---
a-n-g-e-w-a-h;SNG-EWAH--;SNG-EWAH--
a-n-g-e-w-a-l;SNG-EWAL--;SNG-EWAL--
a-n-g-e-w-a-m;SNG-EWAM--;SNG-EWAM--
a-n-g-e-w-d;SNG-EWD---;SNG-EWD---
a-n-g-e-w-d-h;SNG-EWDH--;SNG-EWDH--
a-n-g-e-w-d-h-s;SNG-EWDHS-;SNG-EWDHS-
a-n-g-e-w-d-l;SNG-EWDL--;SNG-EWDL--
a-n-g-e-w-d-l-s;SNG-EWDLS-;SNG-EWDLS-
a-n-g-e-w-d-m;SNG-EWDM--;SNG-EWDM--
a-n-g-e-w-d-m-s;SNG-EWDMS-;SNG-EWDMS-
a-n-g-e-w-g;SNG-EWG---;SNG-EWG---
a-n-g-e-w-g-h;SNG-EWGH--;SNG-EWGH--
a-n-g-e-w-g-l;SNG-EWGL--;SNG-EWGL--
a-n-g-e-w-g-m;SNG-EWGM--;SNG-EWGM--
a-n-g-e-w-g-r;SNG-EWGR--;SNG-EWGR--
a-n-g-e-w-h;SNG-EWH---;SNG-EWH---
a-n-g-e-w-h-h;SNG-EWHH--;SNG-EWHH--
a-n-g-e-w-h-h-s;SNG-EWHHS-;SNG-EWHHS-
a-n-g-e-w-h-l;SNG-EWHL--;SNG-EWHL--
a-n-g-e-w-h-l-s;SNG-EWHLS-;SNG-EWHLS-
a-n-g-e-w-h-m;SNG-EWHM--;SNG-EWHM--
a-n-g-e-w-h-m-s;SNG-EWHMS-;SNG-EWHMS-
a-n-g-e-w-m;SNG-EWM---;SNG-EWM---
a-n-g-e-w-m-a;SNG-EWMA--;SNG-EWMA--
a-n-g-e-w-m-a-i;SNG-EWMAI-;SNG-EWMAI-
a-n-g-e-w-m-a-i-e;SNG-EWMAIE;SNG-EWMAI-
a-n-g-e-w-m-a-i-r;SNG-EWMAIR;SNG-EWMAI-
a-n-g-e-w-m-a-l;SNG-EWMAL-;SNG-EWMAL-
a-n-g-e-w-m-a-l-e;SNG-EWMALE;SNG-EWMAL-
a-n-g-e-w-m-a-l-r;SNG-EWMALR;SNG-EWMAL-
a-n-g-e-w-m-a-s;SNG-EWMAS-;SNG-EWMAS-
a-n-g-e-w-m-a-s-e;SNG-EWMASE;SNG-EWMAS-
a-n-g-e-w-m-a-s-r;SNG-EWMASR;SNG-EWMAS-
a-n-g-e-w-m-a-t;SNG-EWMAT-;SNG-EWMAT-
a-n-g-e-w-m-a-t-e;SNG-EWMATE;SNG-EWMAT-
a-n-g-e-w-m-a-t-r;SNG-EWMATR;SNG-EWMAT-
a-n-g-e-w-m-s;SNG-EWMS--;SNG-EWMS--
a-n-g-e-w-m-s-i;SNG-EWMSI-;SNG-EWMSI-
a-n-g-e-w-m-s-l;SNG-EWMSL-;SNG-EWMSL-
a-n-g-e-w-m-s-s;SNG-EWMSS-;SNG-EWMSS-
a-n-g-e-w-m-t;SNG-EWMT--;SNG-EWMT--
a-n-g-e-w-m-t-h;SNG-EWMTH-;SNG-EWMTH-
a-n-g-e-w-m-t-l;SNG-EWMTL-;SNG-EWMTL-
a-n-g-e-w-m-t-m;SNG-EWMTM-;SNG-EWMTM-
a-n-g-e-w-o;SNG-EWO---;SNG-EWO---
a-n-g-e-w-o-h;SNG-EWOH--;SNG-EWOH--
a-n-g-e-w-o-l;SNG-EWOL--;SNG-EWOL--
a-n-g-e-w-o-m;SNG-EWOM--;SNG-EWOM--
a-n-g-e-w-r;SNG-EWR---;SNG-EWR---
a-n-g-e-w-r-h;SNG-EWRH--;SNG-EWRH--
a-n-g-e-w-r-l;SNG-EWRL--;SNG-EWRL--
a-n-g-e-w-r-r;SNG-EWRR--;SNG-EWRR--
a-n-g-e-w-s;SNG-EWS---;SNG-EWS---
a-n-g-e-w-s-h;SNG-EWSH--;SNG-EWSH--
a-n-g-e-w-s-l;SNG-EWSL--;SNG-EWSL--
a-n-g-e-w-s-m;SNG-EWSM--;SNG-EWSM--
a-n-g-e-w-t;SNG-EWT---;SNG-EWT---
a-n-g-e-w-t-h;SNG-EWTH--;SNG-EWTH--
a-n-g-e-w-t-l;SNG-EWTL--;SNG-EWTL--
a-n-g-e-w-t-m;SNG-EWTM--;SNG-EWTM--
a-n-g-e-w-x;SNG-EWX---;SNG-EWX---
a-n-g-e-w-x-h;SNG-EWXH--;SNG-EWXH--
a-n-g-e-w-x-l;SNG-EWXL--;SNG-EWXL--
a-n-g-e-w-x-m;SNG-EWXM--;SNG-EWXM--
a-n-g-e-w-z;SNG-EWZ---;SNG-EWZ---
a-n-g-e-w-z-h;SNG-EWZH--;SNG-EWZH--
a-n-g-e-w-z-l;SNG-EWZL--;SNG-EWZL--
a-n-g-e-w-z-m;SNG-EWZM--;SNG-EWZM--
a-n-g-e-x;SNG-EX----;SNG-EX----
a-n-g-e-x-f;SNG-EXF---;SNG-EXF---
a-n-g-e-x-i;SNG-EXI---;SNG-EXM---
a-n-g-e-x-l;SNG-EXL---;SNG-EXL---
a-n-g-e-x-m;SNG-EXM---;SNG-EXM---
a-n-g-e-x-m-c;SNG-EXMC--;SNG-EXMC--
a-n-g-e-x-m-l;SNG-EXML--;SNG-EXML--
a-n-g-e-x-n;SNG-EXN---;SNG-EXN---
a-n-g-i-h;SNG-IH----;SNG-I-----
a-n-g-i-b-h;SNG-IBH---;SNG-IB----
a-n-g-i-b-a-h;SNG-IBAH--;SNG-IB----
a-n-g-i-b-n-h;SNG-IBNH--;SNG-IB----
a-n-g-i-e-h;SNG-IEH---;SNG-IE----
a-n-g-i-g-h;SNG-IGH---;SNG-IG----
a-n-g-i-m-h;SNG-IMH---;SNG-IM----
a-n-g-i-m-a-h;SNG-IMAH--;SNG-IMA---
a-n-g-i-m-c-h;SNG-IMCH--;SNG-IMC---
a-n-g-i-m-e-h;SNG-IMEH--;SNG-IME---
a-n-g-i-m-f-h;SNG-IMFH--;SNG-IMF---
a-n-g-i-m-f-a-h;SNG-IMFAH-;SNG-IMF---
a-n-g-i-m-f-p-h;SNG-IMFPH-;SNG-IMF---
a-n-g-i-m-f-p-w-h;SNG-IMFPWH;SNG-IMF---
a-n-g-i-m-f-s-h;SNG-IMFSH-;SNG-IMF---
a-n-g-i-m-g-h;SNG-IMGH--;SNG-IMG---
a-n-g-i-m-m-h;SNG-IMMH--;SNG-IMM---
a-n-g-i-m-n-h;SNG-IMNH--;SNG-IMN---
a-n-g-i-m-n-b-h;SNG-IMNBH-;SNG-IMNB---
a-n-g-i-m-s-h;SNG-IMSH--;SNG-IMS---
a-n-g-i-m-v-h;SNG-IMVH--;SNG-IMV---
a-n-g-i-p-h;SNG-IPH---;SNG-IP----
a-n-g-i-p-d-h;SNG-IPDH--;SNG-IR----
a-n-g-i-r-h;SNG-IRH---;SNG-IR----
a-n-g-i-r-m-h;SNG-IRMH--;SNG-IR----
a-n-g-i-r-n-h;SNG-IRNH--;SNG-IRN---
a-n-g-i-r-n-b-h;SNG-IRNBH-;SNG-IRNB--
a-n-g-i-r-n-c-h;SNG-IRNCH-;SNG-IRNC--
a-n-g-i-r-n-n-h;SNG-IRNNH-;SNG-IRNN--
a-n-g-i-r-p-h;SNG-IRPH--;SNG-IRP---
a-n-g-i-t-h;SNG-ITH---;SNG-IT--
a-n-g-i-u-h;SNG-IUH---;SNG-IU--
a-n-g-i-u-e-h;SNG-IUEH--;SNG-IUE--
a-n-g-i-u-e-d-h;SNG-IUEDH-;SNG-IUE--
a-n-g-i-u-e-f-h;SNG-IUEFH-;SNG-IUE--
a-n-g-i-u-e-n-h;SNG-IUENH-;SNG-IUE--
a-n-g-i-u-p-h;SNG-IUPH--;SNG-IUP---
a-n-g-i-u-r-h;SNG-IURH--;SNG-IUR---
a-n-g-i-u-t-h;SNG-IUTH--;SNG-IUT---
a-n-g-i-x-h;SNG-IXH---;SNG-IXH---
a-n-g-i-x-h-h;SNG-IXHH--;SNG-IXH---
a-n-g-u;SNG-U-----;SNG-U-----
a-n-g-u-c;SNG-UC----;SNG-UC----
a-n-g-u-c-a;SNG-UCA---;SNG-UCA---
a-n-g-u-c-a-a;SNG-UCAA--;SNG-UCAA--
a-n-g-u-c-a-a-a;SNG-UCAAA-;SNG-UCAAA-
a-n-g-u-c-a-a-a-s;SNG-UCAAAS;SNG-UCAAAS
a-n-g-u-c-a-a-a-t;SNG-UCAAAT;SNG-UCAAAT
a-n-g-u-c-a-a-a-w;SNG-UCAAAW;SNG-UCAAAW
a-n-g-u-c-a-a-c;SNG-UCAAC-;SNG-UCAAC-
a-n-g-u-c-a-a-d;SNG-UCAAD-;SNG-UCAAD-
a-n-g-u-c-a-a-l;SNG-UCAAL-;SNG-UCAAL-
a-n-g-u-c-a-a-m;SNG-UCAAM-;SNG-UCAAM-
a-n-g-u-c-a-a-o;SNG-UCAAO-;SNG-UCAAO-
a-n-g-u-c-a-a-o-s;SNG-UCAAOS;SNG-UCAAOS
a-n-g-u-c-a-a-s;SNG-UCAAS-;SNG-UCAAS-
a-n-g-u-c-a-a-u;SNG-UCAAU-;SNG-UCAAU-
a-n-g-u-c-a-t;SNG-UCAT--;SNG-UCAT--
a-n-g-u-c-a-t-a;SNG-UCATA-;SNG-UCATA-
a-n-g-u-c-a-t-h;SNG-UCATH-;SNG-UCATH-
a-n-g-u-c-a-t-l;SNG-UCATL-;SNG-UCATL-
a-n-g-u-c-a-t-m;SNG-UCATM-;SNG-UCATM-
a-n-g-u-c-a-t-r;SNG-UCATR-;SNG-UCATR-
a-n-g-u-c-a-t-w;SNG-UCATW-;SNG-UCATW-
a-n-g-u-c-a-t-w-r;SNG-UCATWR;SNG-UCATWR
a-n-g-u-c-a-w;SNG-UCAW--;SNG-UCAW--
a-n-g-u-c-a-w-a;SNG-UCAWA-;SNG-UCAWA-
a-n-g-u-c-a-w-h;SNG-UCAWH-;SNG-UCAWH-
a-n-g-u-c-a-w-l;SNG-UCAWL-;SNG-UCAWL-
a-n-g-u-c-a-w-m;SNG-UCAWM-;SNG-UCAWM-
a-n-g-u-c-a-w-r;SNG-UCAWR-;SNG-UCAWR-
a-n-g-u-c-a-w-s;SNG-UCAWS-;SNG-UCAWS-
a-n-g-u-c-a-w-w;SNG-UCAWW-;SNG-UCAWW-
a-n-g-u-c-a-w-w-r;SNG-UCAWWR;SNG-UCAWWR
a-n-g-u-c-d;SNG-UCD---;SNG-UCD---
a-n-g-u-c-d-c;SNG-UCDC--;SNG-UCDC--
a-n-g-u-c-d-g;SNG-UCDG--;SNG-UCDG--
a-n-g-u-c-d-h;SNG-UCDH--;SNG-UCDH--
a-n-g-u-c-d-h-h;SNG-UCDHH-;SNG-UCDH--
a-n-g-u-c-d-h-p;SNG-UCDHP-;SNG-UCDH--
a-n-g-u-c-d-m;SNG-UCDM--;SNG-UCDM--
a-n-g-u-c-d-m-h;SNG-UCDMH-;SNG-UCDMH-
a-n-g-u-c-d-m-l;SNG-UCDML-;SNG-UCDML-
a-n-g-u-c-d-m-l-a;SNG-UCDMLA;SNG-UCDMLA
a-n-g-u-c-d-m-m;SNG-UCDMM-;SNG-UCDMM-
a-n-g-u-c-d-o;SNG-UCDO--;SNG-UCDO--
a-n-g-u-c-d-s;SNG-UCDS--;SNG-UCDS--
a-n-g-u-c-d-s-c;SNG-UCDSC-;SNG-UCDS--
a-n-g-u-c-d-s-s;SNG-UCDSS-;SNG-UCDS--
a-n-g-u-c-d-s-v;SNG-UCDSV-;SNG-UCDS--
a-n-g-u-c-d-t;SNG-UCDT--;SNG-UCDT--
a-n-g-u-c-e;SNG-UCE---;SNG-UCE---
a-n-g-u-c-e-c;SNG-UCEC--;SNG-UCEC--
a-n-g-u-c-e-c-a;SNG-UCECA-;SNG-UCECA-
a-n-g-u-c-e-c-c;SNG-UCECC-;SNG-UCECC-
a-n-g-u-c-e-c-h;SNG-UCECH-;SNG-UCECH-
a-n-g-u-c-e-c-l;SNG-UCECL-;SNG-UCECL-
a-n-g-u-c-e-c-m;SNG-UCECM-;SNG-UCECM-
a-n-g-u-c-e-c-o;SNG-UCECO-;SNG-UCECO-
a-n-g-u-c-e-c-r;SNG-UCECR-;SNG-UCECR-
a-n-g-u-c-e-c-s;SNG-UCECS-;SNG-UCECS-
a-n-g-u-c-e-c-t;SNG-UCECT-;SNG-UCECT-
a-n-g-u-c-e-c-w;SNG-UCECW-;SNG-UCECW-
a-n-g-u-c-e-n;SNG-UCEN--;SNG-UCEN--
a-n-g-u-c-e-n-n;SNG-UCENN-;SNG-UCENN-
a-n-g-u-c-f;SNG-UCF---;SNG-UCF---
a-n-g-u-c-f-h;SNG-UCFH--;SNG-UCFH--
a-n-g-u-c-f-h-a;SNG-UCFHA-;SNG-UCFHA-
a-n-g-u-c-f-h-c;SNG-UCFHC-;SNG-UCFHC-
a-n-g-u-c-f-h-e;SNG-UCFHE-;SNG-UCFHE-
a-n-g-u-c-f-h-h;SNG-UCFHH-;SNG-UCFHH-
a-n-g-u-c-f-h-l;SNG-UCFHL-;SNG-UCFHL-
a-n-g-u-c-f-h-m;SNG-UCFHM-;SNG-UCFHM-
a-n-g-u-c-f-h-o;SNG-UCFHO-;SNG-UCFHO-
a-n-g-u-c-f-h-s;SNG-UCFHS-;SNG-UCFHS-
a-n-g-u-c-f-h-x;SNG-UCFHX-;SNG-UCFHX-
a-n-g-u-c-f-m;SNG-UCFM--;SNG-UCFM--
a-n-g-u-c-f-m-l;SNG-UCFML-;SNG-UCFML-
a-n-g-u-c-f-m-s;SNG-UCFMS-;SNG-UCFMS-
a-n-g-u-c-f-m-t;SNG-UCFMT-;SNG-UCFMT-
a-n-g-u-c-f-m-t-a;SNG-UCFMTA;SNG-UCFMTA
a-n-g-u-c-f-m-t-c;SNG-UCFMTC;SNG-UCFMTC
a-n-g-u-c-f-m-t-o;SNG-UCFMTO;SNG-UCFMTO
a-n-g-u-c-f-m-t-s;SNG-UCFMTS;SNG-UCFMTS
a-n-g-u-c-f-m-w;SNG-UCFMW-;SNG-UCFMSW
a-n-g-u-c-f-o;SNG-UCFO--;SNG-UCFO--
a-n-g-u-c-f-o-a;SNG-UCFOA-;SNG-UCFOA-
a-n-g-u-c-f-o-l;SNG-UCFOL-;SNG-UCFOL-
a-n-g-u-c-f-o-o;SNG-UCFOO-;SNG-UCFOO-
a-n-g-u-c-f-o-s;SNG-UCFOS-;SNG-UCFOS-
a-n-g-u-c-f-r;SNG-UCFR--;SNG-UCFR--
a-n-g-u-c-f-r-m;SNG-UCFRM-;SNG-UCFRM-
a-n-g-u-c-f-r-m-r;SNG-UCFRMR;SNG-UCFRMR
a-n-g-u-c-f-r-m-s;SNG-UCFRMS;SNG-UCFRMS
a-n-g-u-c-f-r-m-t;SNG-UCFRMT;SNG-UCFRMT
a-n-g-u-c-f-r-s;SNG-UCFRS-;SNG-UCFRS-
a-n-g-u-c-f-r-s-r;SNG-UCFRSR;SNG-UCFRSR
a-n-g-u-c-f-r-s-s;SNG-UCFRSS;SNG-UCFRSS
a-n-g-u-c-f-r-s-t;SNG-UCFRST;SNG-UCFRST
a-n-g-u-c-f-s;SNG-UCFS--;SNG-UCFS--
a-n-g-u-c-f-s-a;SNG-UCFSA-;SNG-UCFSA-
a-n-g-u-c-f-s-l;SNG-UCFSL-;SNG-UCFSL-
a-n-g-u-c-f-s-o;SNG-UCFSO-;SNG-UCFSO-
a-n-g-u-c-f-s-s;SNG-UCFSS-;SNG-UCFSS-
a-n-g-u-c-f-t;SNG-UCFT--;SNG-UCFT--
a-n-g-u-c-f-t-a;SNG-UCFTA-;SNG-UCFTA-
a-n-g-u-c-f-t-c;SNG-UCFTC-;SNG-UCFTC-
a-n-g-u-c-f-t-c-d;SNG-UCFTCD;SNG-UCFTCD
a-n-g-u-c-f-t-c-m;SNG-UCFTCM;SNG-UCFTCM
a-n-g-u-c-f-t-f;SNG-UCFTF-;SNG-UCFTF-
a-n-g-u-c-f-t-r;SNG-UCFTR-;SNG-UCFTR-
a-n-g-u-c-f-t-s;SNG-UCFTS-;SNG-UCFTS-
a-n-g-u-c-i;SNG-UCI---;SNG-UCI---
